Karin Greimel,Synthesizing robust systems.,Acta Inf.,2014
Arto Salomaa,On the Expressiveness of Subset-Sum Representations.,Acta Inf.,2000
Gaston H. Gonnet,An Algorithmic and Complexity Analysis of Interpolation Search.,Acta Inf.,1980
Oded Goldreich,Electing a Leader in a Ring with Link Failures.,Acta Inf.,1987
Nobuki Tokura,Flow Languages Equal Recursively Enumerable Languages.,Acta Inf.,1981
Chen-Ming Fan,d-Words and d-Languages.,Acta Inf.,1998
K. V. S. Ramarao,Complexity of Distributed Commit Protocols.,Acta Inf.,1989
Volker Claus,Die mittlere Additionsdauer eines Paralleladdierwerks,Acta Inf.,1973
Wim H. Hesselink,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Acta Inf.,2013
Kamilla Klonowska,Optimal recovery schemes in fault tolerant distributed computing.,Acta Inf.,2005
Peter Schorn,An All-Round Sweep Algorithm for 2-Dimensional Nearest-Neighbor Problems.,Acta Inf.,1992
Leon Horsten,On best transitive approximations to simple graphs.,Acta Inf.,2004
John Darlington,A Synthesis of Several Sorting Algorithms.,Acta Inf.,1978
Karl Unterauer,Dynamic Weighted Binary Search Trees.,Acta Inf.,1979
George Leih,Apex Graph Grammars and Attribute Grammars.,Acta Inf.,1988
Agustn Valverde,A Formal Identification between Tuples and Lists with an Application to List-Arithmetic Categories.,Acta Inf.,1995
J. W. de Bakker,Order and Metric in the Stream Semantics of Elemental Concurrency.,Acta Inf.,1987
Lila Kari,Sticky-free and overhang-free DNA languages.,Acta Inf.,2003
Otto Nurmi,Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.,Acta Inf.,1996
Elizabeth Scott,Reducing non-determinism in right nulled GLR parsers.,Acta Inf.,2004
Prakash Panangaden,The Expressive Power of Delay Operators in SCCS.,Acta Inf.,1991
Andrzej Duda,Performance Evaluation of Fork and Join Synchronization Primitives.,Acta Inf.,1987
Desh Ranjan,Data structures for order-sensitive predicates in parallel nondeterministic systems.,Acta Inf.,2000
Lszloacute Pap,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Acta Inf.,2011
Werner Kuich,The Characterization of Parallel Ultralinear Grammars by Rational Power Series.,Acta Inf.,1981
Michael Rodeh,A Logic-Based Approach to Program Flow Analysis.,Acta Inf.,1998
Thomas Ottmann,Purely Top-Down Updating Algorithms for Stratified Search Trees.,Acta Inf.,1985
Moon-Jung Chung,Complete Problems for Space Bounded Subclasses of NP.,Acta Inf.,1985
C. A. Middelburg,Synchronous cooperation for explicit multi-threading.,Acta Inf.,2007
Elena Losseva,Sticky-free and overhang-free DNA languages.,Acta Inf.,2003
Walter J. Savitch,A Note on Multihead Automata and Context-Sensitive Languages,Acta Inf.,1973
Ugo Montanari,Contextual Nets.,Acta Inf.,1995
Robert Meersman,Two-Level Meta-Controlled Substitution Grammars.,Acta Inf.,1978
Andreas Stafylopatis,Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,Acta Inf.,1998
Clement H. C. Leung,The Paging Drum Queue: A Uniform Perspective and Further Results.,Acta Inf.,1984
Roderick Bloem,Synthesizing robust systems.,Acta Inf.,2014
Nam H. Do,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Acta Inf.,2011
Karl Meinke,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Acta Inf.,1994
Corina Apachite,Synchronized extension systems.,Acta Inf.,2001
Ismo Hakala,On the System of word equations x^i_1 x^i_2 ... x^i_m = y^i_1 y^i_2 ...y^i_n (i=1 2 ...) in a Free Monoid.,Acta Inf.,1997
Jianwen Su,Domain Independence and the Relational Calculus.,Acta Inf.,1994
Luc Devroye,A Probabilistic Analysis of the Height of Tries and of the Complexity of Triesort.,Acta Inf.,1984
Shmuel Sagiv,A Logic-Based Approach to Program Flow Analysis.,Acta Inf.,1998
Manfred Paul,Klaus Samelson.,Acta Inf.,1981
Terrence W. Pratt,Program Analysis and Optimization through Kernel-Control Decomposition.,Acta Inf.,1978
Pramod K. Varshney,Parallel Integer Sorting Using Small Operations.,Acta Inf.,1995
Dirk Janssens,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Acta Inf.,1981
Hermann A. Maurer,Efficient Worst-Case Data Structures for Range Searching.,Acta Inf.,1980
Flaviu Cristian,Robust Data Types.,Acta Inf.,1982
Marta Pietkiewicz-Koutny,Step semantics of boolean nets.,Acta Inf.,2013
Gilles Bernot,Behavioural Approaches to Algebraic Specifications: A Comparative Study.,Acta Inf.,1994
Oldrich Strazovskyacute,Deciding probabilistic bisimilarity over infinite-state probabilistic systems.,Acta Inf.,2008
Francesca Rossi,Contextual Nets.,Acta Inf.,1995
Alistair Moffat,A Tree-Based Mergesort.,Acta Inf.,1998
M. Italiani,A Workload Model Representative of Static and Dynamic Characteristics.,Acta Inf.,1986
Lefteris M. Kirousis,Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,Acta Inf.,1995
Paolo Tiberio,Page Size in Demand-Paging Systems.,Acta Inf.,1973
Liuba Shrira,Electing a Leader in a Ring with Link Failures.,Acta Inf.,1987
Jim Woodcock,Correct hardware synthesis - An algebraic approach.,Acta Inf.,2011
Grzegorz Rozenberg,Apex Graph Grammars and Attribute Grammars.,Acta Inf.,1988
Peter E. Bulychev,Efficient controller synthesis for a fragment of MTL0#8734.,Acta Inf.,2014
Alan J. Demers,On Some Decidable Properties of Finite State Translations.,Acta Inf.,1982
Michael Evangelist,Complete Problems for Space Bounded Subclasses of NP.,Acta Inf.,1985
Antoine Meyer,Linearly bounded infinite graphs.,Acta Inf.,2006
Demetres D. Kouvatsos,A Maximum Entropy Priority Approximation for a Stable  G/G/  1 Queue.,Acta Inf.,1990
Jetty Kleijn,Step semantics of boolean nets.,Acta Inf.,2013
Andreas Malcher,Head and state hierarchies for unary multi-head finite automata.,Acta Inf.,2014
Roland Meyer,A theory of structural stationarity in the pi -Calculus.,Acta Inf.,2009
Tjalling Gelsema,Axioms for Generalized Graphs Illustrated by a Cantor-Bernstein Proposition.,Acta Inf.,1998
Manolis Gergatsoulis,View selection for real conjunctive queries.,Acta Inf.,2007
Eike Best,State space axioms for T-systems.,Acta Inf.,2015
Zohar Manna,Axiomatic Approach to Total Correctness of Programs.,Acta Inf.,1974
Vincent Vajnovszki,Gray visiting Motzkins.,Acta Inf.,2002
Venkatesan Guruswami,The query complexity of estimating weighted averages.,Acta Inf.,2011
Benedek Nagy,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.,Acta Inf.,2013
Michael Schrapp,Purely Top-Down Updating Algorithms for Stratified Search Trees.,Acta Inf.,1985
Hosam M. Mahmoud,Erratum: The size of random bucket trees via urn models.,Acta Inf.,2004
Malcolm Hole,Subtyping for session types in the pi calculus.,Acta Inf.,2005
Pankaj Jalote,Analytic Models for the Primary Site Approach to Fault-Tolerance.,Acta Inf.,1989
Giuseppe Della Penna,Synchronized regular expressions.,Acta Inf.,2003
J. Ian Munro,Fast allocation and deallocation with an improved buddy system.,Acta Inf.,2005
Andrew J. Malton,Erratum: Predicative Methodology.,Acta Inf.,1988
Foto N. Afrati,View selection for real conjunctive queries.,Acta Inf.,2007
Peter E. Lauer,COSY - A System Specification Language Based on Paths and Processes.,Acta Inf.,1979
M. Martigraven Digraveaz,Information Theoretic Approximations for the  M/G/  1 Retrial Queue.,Acta Inf.,1994
Yiwei Jiang,Optimal semi-online algorithms for preemptive scheduling problems with inexact partial information.,Acta Inf.,2007
Toshiro Araki,Flow Languages Equal Recursively Enumerable Languages.,Acta Inf.,1981
Neal A. Harman,Algebraic Models of Microprocessors: Architecture and Organisation.,Acta Inf.,1996
Astrid Kiehn,Concurrent Bisimulations in Petri Nets.,Acta Inf.,1991
Andreas Maletti,MAT learners for tree series: an abstract data type and two realizations.,Acta Inf.,2011
Roland Carl Backhouse,An Alternative Implementation of an Insertion-Only Recovery Technique.,Acta Inf.,1982
Hans-Anton Rollik,Automaten in planaren Graphen.,Acta Inf.,1980
Kuo-Hsiang Chen,A note on autodense related languages.,Acta Inf.,2010
Y. Daniel Liang,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.,Acta Inf.,1997
Thomas P. Murtagh,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,Acta Inf.,1987
Matthias Olk,Attribute (Re)evaluation in OPTRAN.,Acta Inf.,1988
Simant Dube,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Acta Inf.,1997
Gerth Stoslashlting Brodal,Fast allocation and deallocation with an improved buddy system.,Acta Inf.,2005
Yiwei Jiang,Preemptive online algorithms for scheduling with machine cost.,Acta Inf.,2005
Ernst-Rdiger Olderog,Hiding in Stream Semantics of Uniform Concurrency.,Acta Inf.,1990
Mark Schfer,STG decomposition strategies in combination with unfolding.,Acta Inf.,2009
Per Brinch Hansen,A Comparison of Two Synchronizing Concepts.,Acta Inf.,1972
Jean Berstel,Sur une Conjecture de S. Greibach.,Acta Inf.,1974
Paul Caspi,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,Acta Inf.,1986
Gheorghe Paun,On the Synchronization in Parallel Communicating Grammar Systems.,Acta Inf.,1993
Masataka Sassa,Generation of Efficient  LALR  Parsers for Regular Right Part Grammars.,Acta Inf.,1986
Amlcar Sernadas,Specification and Verification of Database Dynamics.,Acta Inf.,1988
Martin Wirsing,Crypt-Equivalent Algebraic Specifications.,Acta Inf.,1988
Ivan Hal Sudborough,Complete Problems for Space Bounded Subclasses of NP.,Acta Inf.,1985
Rajamani Sundar,Lazy Structure Sharing for Query Optimization.,Acta Inf.,1995
Ren Schott,On the tree inclusion problem.,Acta Inf.,2001
Manfred Broy,Letter from the Editor.,Acta Inf.,2001
Thomas Eiter,Distance Measures for Point Sets and their Computation.,Acta Inf.,1997
Stefan Reisch,Hex ist PSPACE-vollstndig.,Acta Inf.,1981
Giora Slutzki,Finite State Relational Programs.,Acta Inf.,1982
Mikkel Thorup,Disambiguating Grammars by Exclusion of Sub-Parse Trees.,Acta Inf.,1996
George Leih,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Acta Inf.,1994
Gennadi Falin,Information Theoretic Approximations for the  M/G/  1 Retrial Queue.,Acta Inf.,1994
Masahiro Miyakawa,Optimum Decision Trees - An Optimal Variable Theorem and its Related Applications.,Acta Inf.,1985
Joost Engelfriet,Axioms for Generalized Graphs Illustrated by a Cantor-Bernstein Proposition.,Acta Inf.,1998
Wim H. Hesselink,Refinement verification of the lazy caching algorithm.,Acta Inf.,2006
Amir Pnueli,Backtracking in Recursive Computations.,Acta Inf.,1977
Jacobo Torn,Parallel Approximation Schemes for Problems on Planar Graphs.,Acta Inf.,1996
Radhia Cousot,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Acta Inf.,1987
Madhu Mutyam,Generalized normal form for rewriting P systems.,Acta Inf.,2002
Michiel H. M. Smid,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,Acta Inf.,1990
Peter Klein,A Lower Time Bound for the Knapsack Problem on Random Access Machines.,Acta Inf.,1983
Stefano Varricchio,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Acta Inf.,2000
Hans Jrgen Schneider,Grammars on Partial Graphs.,Acta Inf.,1976
Howard P. Katseff,Lower Bounds for On-Line Two-Dimensional Packing Algorithms.,Acta Inf.,1982
Ulrich Gntzer,Time Optimal Left to Right Construction of Position Trees.,Acta Inf.,1987
Tero Harju,Deterministic Sequential Functions.,Acta Inf.,1992
David Gries,General Correctness: A Unification of Partial and Total Correctness.,Acta Inf.,1985
John-Jules Ch. Meyer,Order and Metric in the Stream Semantics of Elemental Concurrency.,Acta Inf.,1987
Franccedilois Baccelli,On Parsing Arithmetic Expressions in a Multiprocessing Environment.,Acta Inf.,1982
Stavros Konstantinidis,Sticky-free and overhang-free DNA languages.,Acta Inf.,2003
Andrea Maggiolo-Schettini,A Kernel Language for Programmed Rewriting of (Hyper)graphs.,Acta Inf.,1996
Bettina Knighofer,Synthesizing robust systems.,Acta Inf.,2014
Beate Commentz-Walter,Size-Depth Tradeoff in Monotone Boolean Formulae.,Acta Inf.,1979
Grzegorz Rozenberg,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Acta Inf.,1974
Michael Brand,Does indirect addressing matter? - A note.,Acta Inf.,2012
Joost Engelfriet,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Acta Inf.,1994
Shlomo Moran,Possibility and Impossibility Results in a Shared Memory Environment.,Acta Inf.,1996
Barbara G. Ryder,Proving Relative Lower Bounds for Incremental Algorithms.,Acta Inf.,1990
Sanjeev Saxena,Parallel Integer Sorting and Simulation Amongst CRCW Models.,Acta Inf.,1996
Krishnendu Chatterjee,Synthesizing robust systems.,Acta Inf.,2014
M. W. Du,A Model and a Fast Algorithm for Multiple Errors Spelling Correction.,Acta Inf.,1992
Catherine Mongenet,Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,Acta Inf.,1994
Allen Reiter,Algorithms for Fast Evaluation of Boolean Expressions.,Acta Inf.,1975
Joseph M. Morris,Modelling higher-order dual nondeterminacy.,Acta Inf.,2008
John K. Lee,Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.,Acta Inf.,1996
C. K. Wong,Constructing Maximal Slicings from Geometry.,Acta Inf.,1986
Derick Wood,EOL Forms.,Acta Inf.,1977
Pratul Dublish,Optimization of a Subclass of Conjunctive Queries.,Acta Inf.,1995
Ugo A. Buy,Reduction Rules for Time Petri Nets.,Acta Inf.,1996
Mila E. Majster-Cederbaum,Refinement of actions for real-time concurrent systems with causal ambiguity.,Acta Inf.,2006
Thomas A. Henzinger,Synthesizing robust systems.,Acta Inf.,2014
J. Alan George,An Algorithmic and Complexity Analysis of Interpolation Search.,Acta Inf.,1980
N. P. Chapman, LALR  (1; 1) Parser Generation for Regular Right Part Grammars.,Acta Inf.,1984
William E. Weihl,Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,Acta Inf.,1995
Erol Gelenbe,Analyse d'un algorithme de gestion simultane Mmoire centrale - Disque de pagination.,Acta Inf.,1974
Lorene E. Gupta,Erratum: Predicative Methodology.,Acta Inf.,1988
Walter Vogler,Trace- and failure-based semantics for responsiveness.,Acta Inf.,2014
Dariusz Dereniowski,An efficient algorithm for finding ideal schedules.,Acta Inf.,2012
Antonn Kucera,The stuttering principle revisited.,Acta Inf.,2005
Guy Pujolle,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.,Acta Inf.,1976
Sanguthevar Rajasekaran,On Parallel Integer Sorting.,Acta Inf.,1992
Huei-Jan Shyr,d-Words and d-Languages.,Acta Inf.,1998
Jesus R. Artalejo,Information Theoretic Approximations for the  M/G/  1 Retrial Queue.,Acta Inf.,1994
Mary Lou Soffa,The Implementation of Retention in a Coroutine Environment.,Acta Inf.,1983
Ernst-Rdiger Olderog,Special issue on "Combining Compositionality and Concurrency": part 1.,Acta Inf.,2015
Richard Mller 0001,Trace- and failure-based semantics for responsiveness.,Acta Inf.,2014
Lucia Pomello,Concurrent Bisimulations in Petri Nets.,Acta Inf.,1991
Matthias Jantzen,Petri Net Algorithms in the Theory of Matrix Grammars.,Acta Inf.,1994
Stefan Reisch,Gobang ist PSPACE-vollstndig.,Acta Inf.,1980
Mika Hirvensalo,Improved matrix pair undecidability results.,Acta Inf.,2007
Alexander Meduna,Controlled finite automata.,Acta Inf.,2014
Derick Wood,Purely Top-Down Updating Algorithms for Stratified Search Trees.,Acta Inf.,1985
Thomas N. Hibbard,Functional Behavior in Data Spaces.,Acta Inf.,1978
Jacques Lenfant,Analyse d'un algorithme de gestion simultane Mmoire centrale - Disque de pagination.,Acta Inf.,1974
Kamilla Klonowska,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Acta Inf.,2009
Yuri Breitbart,Algorithms for Fast Evaluation of Boolean Expressions.,Acta Inf.,1975
Hartmut Ehrig,Grammars on Partial Graphs.,Acta Inf.,1976
Maciej Koutny,Merged processes: a new condensed representation of Petri net behaviour.,Acta Inf.,2006
Reidar Conradi,Some Comments on "Concurrent Readers and Writers".,Acta Inf.,1977
Didier Y. Hinz,A Run-Time Load Balancing Strategy for Highly Parallel Systems.,Acta Inf.,1992
Dana Angluin,Two Notions of Correctness and Their Relation to Testing.,Acta Inf.,1982
Gary T. Leavens,A Complete Algebraic Characterization of Behavioral Subtyping.,Acta Inf.,2000
Leo Marcus,Expressibility of Output Equals Input.,Acta Inf.,1992
Ina Schaefer,Compositional type checking of delta-oriented software product lines.,Acta Inf.,2013
Hans Langmaack,On Procedures as Open Subroutines. I,Acta Inf.,1973
Rob van Stee,Running a job on a collection of partly available machines with on-line restarts.,Acta Inf.,2001
Grzegorz Rozenberg,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Acta Inf.,1981
Vojtech Rehk,On decidability of LTL model checking for process rewrite systems.,Acta Inf.,2009
Robert Knighofer,Synthesizing robust systems.,Acta Inf.,2014
X. J. Chen,Compositional Refinements in Multiple Blackboard Systems.,Acta Inf.,1995
Nicholas C. Wormald,Optimal Worst Case Trees.,Acta Inf.,1987
John Almond,Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,Acta Inf.,1988
Joost Engelfriet,Apex Graph Grammars and Attribute Grammars.,Acta Inf.,1988
Mario Schkolnick,Concurrency of Operations on  B-Trees.,Acta Inf.,1977
Joseph M. Morris,Dual unbounded nondeterminacy recursion and fixpoints.,Acta Inf.,2007
Ashok K. Agrawala,On an Exponential Server with General Cyclic Arrivals.,Acta Inf.,1982
Ursula Goltz,Special issue on "Combining Compositionality and Concurrency": part 1.,Acta Inf.,2015
Changwook Kim,Efficient recognition algorithms for boundary and linear eNCE graph languages.,Acta Inf.,2001
Nasreddine Tabet-Aouel,A Maximum Entropy Priority Approximation for a Stable  G/G/  1 Queue.,Acta Inf.,1990
Carroll Morgan,Data Refinement by Calculation.,Acta Inf.,1990
Kim Marriott,Frameworks for Abstract Interpretation.,Acta Inf.,1993
Meurig Beynon,Replaceability and Computational Equivalence for Monotone Boolean Functions.,Acta Inf.,1985
Jan A. Bergstra,Synchronous cooperation for explicit multi-threading.,Acta Inf.,2007
Symeon Bozapalidis,Recognizability of graph and pattern languages.,Acta Inf.,2006
Eike Best,Concurrent Bisimulations in Petri Nets.,Acta Inf.,1991
Juliano Iyoda,Correct hardware synthesis - An algebraic approach.,Acta Inf.,2011
George W. Ernst,Rules of Inference for Procedure Calls.,Acta Inf.,1977
Friedrich Otto,Finite Complete Rewriting Systems and the Complexity of the Word Problem.,Acta Inf.,1984
Eric C. R. Hehner,On Removing the Machine from the Language.,Acta Inf.,1978
Lars Lundberg,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Acta Inf.,2009
Volker Claus,Ein Vollstndigkeitssatz fr Programme und Schaltkreise.,Acta Inf.,1971
Chua-Huang Huang,The Derivation of Systolic Implementations of Programs.,Acta Inf.,1987
Timothy A. Budd,Two Notions of Correctness and Their Relation to Testing.,Acta Inf.,1982
Andrzej Tarlecki,Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,Acta Inf.,1988
Pedro V. Silva,A note on pure and p-pure languages.,Acta Inf.,2003
Thierry Fleury,On Parsing Arithmetic Expressions in a Multiprocessing Environment.,Acta Inf.,1982
Joachim Biskup,On the Complementation Rule for Multivalued Dependencies in Database Relations.,Acta Inf.,1978
Davide Sangiorgi,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Acta Inf.,1992
Donna J. Brown,Lower Bounds for On-Line Two-Dimensional Packing Algorithms.,Acta Inf.,1982
Haringkan Lennerstad,Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.,Acta Inf.,1999
Reinhard Wilhelm,A Logic-Based Approach to Program Flow Analysis.,Acta Inf.,1998
Karel Culik II,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Acta Inf.,1997
Charles N. Fischer,Integrating Code Generation and Peephole Optimization.,Acta Inf.,1988
Michiel H. M. Smid,Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,Acta Inf.,1990
Cheng-Chih Huang,A note on autodense related languages.,Acta Inf.,2010
Peter Deussen,Van Wijngaarden Grammars and Space Complexity Classs EXSPACE.,Acta Inf.,1977
P. F. Schuler,Weakly Context-Sensitive Languages as Model for Programming Languages.,Acta Inf.,1974
Jos M. Amigoacute,Representing the integers with powers of 2 and 3.,Acta Inf.,2006
Ralf Hartmut Gting,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.,Acta Inf.,1984
Yehoshua Perl,Is Text Compression by Prefixes and Suffixes Practical?,Acta Inf.,1983
Karel Culik II,On Real-Time Cellular Automata and Trellis Automata.,Acta Inf.,1984
Guangyuan Li,Efficient controller synthesis for a fragment of MTL0#8734.,Acta Inf.,2014
Qui Hoon Choo,The Paging Drum Queue: A Uniform Perspective and Further Results.,Acta Inf.,1984
Sandeep Sen,On Parallel Integer Sorting.,Acta Inf.,1992
K. C. Tan,Least Upper Bound on the Cost of Optimum Binary Search Trees.,Acta Inf.,1972
Donald P. Gaver,Multitype Multiprogramming Models.,Acta Inf.,1976
Mojmr Kretnskyacute,Comparing Expressibility of Normed BPA and Normed BPP Processes.,Acta Inf.,1999
Uwe Kastens,Ordered Attributed Grammars.,Acta Inf.,1980
Alfred Schmitt,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.,Acta Inf.,1983
Carlo Montangero,Compositional Refinements in Multiple Blackboard Systems.,Acta Inf.,1995
Maw-Shang Chang,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.,Acta Inf.,1997
Ral J. Ramrez,Optimum Reorganization Points for Arbitrary Database Costs.,Acta Inf.,1982
M. W. Shields,COSY - A System Specification Language Based on Paths and Processes.,Acta Inf.,1979
Artiom Alhazov,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.,Acta Inf.,2006
S. Kiran Kumar,A Linear Space Algorithm for the LCS Problem.,Acta Inf.,1987
Burkhart Wolff,Semantics calculi and analysis for object-oriented specifications.,Acta Inf.,2009
Alexander Grigoriev,Project scheduling with irregular costs: complexity approximability and algorithms.,Acta Inf.,2004
Arto Salomaa,Systolic Automata for VLSI on Balanced Trees.,Acta Inf.,1982
Ronald L. Graham,Performance Bounds on the Splitting Algorithm for Binary Testing.,Acta Inf.,1974
Margherita Napoli,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Acta Inf.,1992
Matthew Hennessy,Axiomatising Finite Delay Operators.,Acta Inf.,1984
Siegfried Bublitz,Decomposition of Graphs and Monotone Formula Size of Homogeneous Functions.,Acta Inf.,1986
Maciej Koutny,Step semantics of boolean nets.,Acta Inf.,2013
Norbert Ramsperger,Concurrent Access to Data.,Acta Inf.,1977
Jean-Michel Autebert,Formes de langages et de grammaires.,Acta Inf.,1982
Ernst W. Mayr,Persistence of Vector Replacement Systems is Decidable.,Acta Inf.,1981
Teruo Hikita,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Acta Inf.,1979
B. Leguy,The Family of One-Counter Languages is Closed Under Quotient.,Acta Inf.,1985
Raymond R. Devillers,Concurrent Bisimulations in Petri Nets.,Acta Inf.,1991
Yijie Han,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Acta Inf.,1989
Grzegorz Rozenberg,Step semantics of boolean nets.,Acta Inf.,2013
Aart Middeldorp,Type Introduction for Equational Rewriting.,Acta Inf.,2000
Ekkart Kindler,Invariants Composition and Substitution.,Acta Inf.,1995
Bruce Russell,On an Equivalence between Continuation and Stack Semantics.,Acta Inf.,1977
Stephan Heilbrunner,The Undecidability of the Unification and Matching Problem for Canonical Theories.,Acta Inf.,1987
Yennun Huang,Analytic Models for the Primary Site Approach to Fault-Tolerance.,Acta Inf.,1989
Kim S. Larsen,Exponentially decreasing number of operations in balanced trees.,Acta Inf.,2005